"","として","as (i.e. in the role of), for (i.e. from the viewpoint of); apart from... (used to change the topic); even (e.g. ""not even a single person""); thinking that..., trying to...","📌 2. 「とする」 = to attempt / to act as if doing
	•	When you combine volitional form + とする, you get:
→ しようとする = “to try to do”

This literally means:

“To assume the stance of doing” or “to put oneself in the mode of doing”

So:
	•	しよう = volitional form of する (“try to do”)
	•	とする = to try / attempt / act as if

⸻

📌 3. 「〜ようとして」 = progressive form of the above

When you say 「しようとしている」, you’re expressing:

“Is in the process of trying to do”

And 「しようとしていない」 (＝しようとしてへん) means:

“Is not even trying to do”
"
"所","ところ, とこ","place, spot, scene, site; address; district, area, locality; one's house; point, aspect, side, facet; passage (in text), part; space, room; thing, matter; whereupon, as a result; about to, on the verge of; was just doing, was in the process of doing, have just done, just finished doing; approximately, around, about","✅ Why use ところ?

In もう少しで死ぬところだった, the word ところ literally means “place,” but in grammar it often marks:

“The point in time or phase at which an action is (about to) happen, is happening, or just happened.”

So it’s not “situation” in a general sense — it’s a specific stage or moment in an action.
"
"曹","ソウ, ゾウ","office, official, comrade, fellow","Depicts a pair (㯥) of people speaking (曰) against each other, i.e. a plaintiff and a defendant. The meaning later expanded to ""of the same generation""."
"遭","ソウ, あ.う, あ.わせる","encounter, meet, party, association, interview, join","Walk office = walk to office and encounter coworkers (OW *bumps into them*) (“Sou what are you doing these days”)"
"禺","グ, グウ, おながざる","long-tailed monkey","Long tail monkey"
"遇","グウ, あ.う","meet, encounter, interview, treat, entertain, receive, deal with","Walk monkey = walk and meet the monkey (guu guu ga ga its a baby monkey)"
"遭遇","そうぐう","encounter, running into, meeting with (e.g. an accident), being confronted with (e.g. a difficulty)","Encounter meet = encounter
“SOU GUUd to meet you again”"
"事故にあう","じこにあう","to have an accident, to meet with an accident","Encounter an accident"
"析","セキ","chop, divide, tear, analyze","Tree axe = chop = cut up and analyze/ dissect
diSEKIct"
"分析","ぶんせき","analysis","Understand analyze = analysis"
"明確","めいかく","clear, precise, definite, distinct","Bright assurance = clear"
"緊張","きんちょう","tension, strain, nervousness, stress; tensions (between countries, groups, etc.); tonus, muscle tone","Tense long = tense for long time = nervous"
"緊","キン, し.める, し.まる","tense, solid, hard, reliable, tight","Big-eye hand thread = eyes and hand tense as if you’re hanging by a thread"
"張","チョウ, は.る, -は.り, -ば.り","counter for bows & stringed instruments, stretch, spread, put up (tent)","Long in chinese"
"乞食","こじき, こつじき","beggar; begging","Beg food = beg for food"
"掛かる","かかる","to take (a resource, e.g. time or money); to hang; to come into view, to arrive; to come under (a contract, a tax); to start (engines, motors); to attend, to deal with, to handle; to have started to, to be on the verge of; to overlap (e.g. information in a manual), to cover; to (come) at; to be fastened; to be covered (e.g. with dust, a table-cloth, etc.); to be caught in; to get a call; to depend on; to begin (a task), to set about (doing), to get down to","It takes 15 min by kaKAR"
"毎","ごと","each, every","Every five minutes is like

Sleep 5 minutes
GOTO line 1"
"起こる","おこる","to occur, to happen","Okoru = okur = occur"
"必勝","ひっしょう","certain victory","https://www.instagram.com/reel/DMIGKU9zjfT/?igsh=ZmJ3NmN1MnlveGlm"
"痒","ヨウ, かゆ.がる, かさ, かゆ.い","itchy","ちんちん痒すぎて死ぬ

https://www.instagram.com/reel/DLzK6yXJtH-/?igsh=MTBodXJiMGZxbjF4aA=="
"耒","ライ, ルイ, き, く, すき","come, plough, three-branch tree radical (no. 127)","Three branch tree"
"籍","セキ","enroll, domiciliary register, membership","Bamboo three-tree antiquity = enroll

A long time ago a three tree was enrolled in the register of wood (bamboo radical)"
"微","ビ, かす.か","delicate, minuteness, insignificance","微 = 
彳  walk 美 beautiful 攵 tap = 
彳  walking 美 beautiful 微 delicate girl who im gonna 攵 tap = 
I’m finna tap 攵 that BIautiful 美 delicate 微 walking 彳 girl KASU shes hot"
"食べる","たべる","to eat; to live on (e.g. a salary), to live off, to subsist on","たべるなよ
たべんない

食べられない
食べれない"
"訳す","やくす","to translate, to interpret","訳す
訳した
訳せば
Yakus + u
Yakus + ita
Yakus + eba
Yakus + aseru
Yakus + areru"
"一晩","ひとばん","one night, one evening; all night, overnight","一日 is いちにち while this is ひとばん so just know since night 晩 is the opposite of day日 just the same the readings are opposite (onyomi vs kunyomi). 

Despite 晩 only has reading ばん (onyomi) for some reason this compound is KUN-ON"
"泊","ハク, と.まる, と.める","overnight stay, put up at, ride at anchor","泊 = water 氵 white 白 = stay over
I fuqed her (white water = semen) in her bed and slept over. 

HAKU from 白 onyomi
TO from 止まる as in stop at a hotel (and stay over)"
"泊める","とめる","to give shelter to, to lodge, to put up, to accommodate","泊まる intransitive. I stay over. 
泊める transitive. I let him stay over. I lodge him. 

ichidan transitivity pair
aru intransitive
eru transitive"
"お宅","おたく","your house, your home, your family; your husband; your organization; you","otakus are always at home
オタクはいつもお宅にいる"
"座","ザ, すわ.る","squat, seat, cushion, gathering, sit","Meanings:

Moment:
即座 instant moment = immediate
当座 this moment = for the time being"
"即","ソク, つ.く, つ.ける, すなわ.ち","instant, namely, as is, conform, agree, adapt","Not the same as 印 (seal)

即
= 艮 tough卩 P
= a卩 PP can 即 instantly erect and become艮 tough/stiff
= instant 即"
"印","イン, しるし, -じるし, しる.す","stamp, seal, mark, imprint, symbol, emblem, trademark, evidence, souvenir, India","印
= E E 卩 P
= Executive Postage
= stamp on Executive Postage"
"即席","そくせき","impromptu, improvised, extempore, ad-lib, off-the-cuff; instant (e.g. ramen)","Instant seat
= his improvised comment was so insane i instantly was seated"
"即座","そくざ","immediate, right there on the spot, impromptu, instant, instantaneous","Instant moment
= immediate"
"起こす","おこす","to raise, to raise up, to set up, to pick up; to wake, to wake up, to waken, to awaken; to cause, to bring about, to lead to, to trigger, to give rise to, to create, to generate (e.g. heat, electricity), to produce; to start, to begin, to launch, to establish, to found, to set up, to open; to plough, to plow, to till; to fall ill with; to transcribe, to write down (what is spoken); to turn over (a card)","行動を起こす
= To cause an action
= To act"
"実","ジツ, シツ, み, みの.る, まこと, みの, みち.る","reality, truth, seed, fruit, nut","実
= 宀 crown 𡗗 spring
= the 実 reality is (実は) that 𡗗 spring is 宀 king of all the seasons
= reality 実"
"𡗗","","","Just call spring since most iconic usage is 春 spring"
"実際","じっさい","reality, actuality, truth, fact, actual conditions; practice (as opposed to theory); truly, really, indeed, actually; bhutakoti (limit of reality)","実 Reality 際 border
= reality"
"実際的","じっさいてき","practical, realistic, pragmatic","Reality-like
= realistic (practical) (obvious)"
"加","カ, くわ.える, くわ.わる","add, addition, increase, join, include, Canada","加
= 力 power 口 mouth
= can add infinite food to 力 power 口 mouth it still chews everything
= add 加

加 pronounced カ (from jia)

３を４に加えると７になる。
(kuwaeru)
３が4に食われる (4 is 力 power 口 mouth)
(kuwareru)

-> kuwaeru = add"
"加える","くわえる","to add, to add up, to sum up, to append, to annex; to increase, to gather (e.g. speed), to pick up; to include, to count in, to let join; to inflict (damage), to deal, to give","３を４に加えると７になる。
(kuwaeru)
３が4に食われる (4 is 力 power 口 mouth)
(kuwareru)

-> kuwaeru = add"
"加えて","くわえて","additionally, in addition, moreover, at the same time","XX Add-te
= in addition to XX"
"酸","サン, す.い","acid, bitterness, sour, tart","酸 acid
= 酉 wine 允 allow 夂 winter
= 酉 wine is so 酸 acidic it 允 allows you to go outside in 夂 winter (by warming you up)
= acid 酸"
"夋","シュン, うずくま.る","","允 allow 夂 winter

酸 acid
= 酉 wine 允 allow 夂 winter
= 酉 wine is so 酸 acidic it 允 allows you to go outside in 夂 winter (by warming you up)
= acid 酸

Memorize as acid since the most prominent kanji it appears in is acid and acid is good for mnemonics since it’s visual. "
"唆","サ, そそ.る, そそのか.す","tempt, seduce, instigate, promote","唆 tempt
= 口 mouth 夋 acid
= 口 speech of 夋 acid
= temptation/seduction 唆"
"示唆","しさ","suggestion, hint, implication","示 Show 唆 tempt
= tempt the showing
= imply"
"報","ホウ, むく.いる","report, news, reward, retribution","報 report
= 幸 happy𠬝 clothes (服)
= latest 報 report shows 𠬝 clothes make HOs 幸 happy
= report 報

HOU"
"尤","ユウ, もっと.も, とが.める","reasonable, just, natural, superb, outstanding, plausible","Plausibility as in 
Plausibility degree = likelihood 尤度"
"就","シュウ, ジュ, つ.く, つ.ける","concerning, settle, take position, depart, study, per","就 take position
= 京 capital 尤 likelihood
= if you 就 take this position as mayor it’s 尤 likely this will become the 京 capital
= take position 就

Jìu in Chinese (just) -> JU, SHUU"
"就職","しゅうしょく","finding employment, getting a job","就 take position 職 job = getting a job"
"巩","キョウ","bind, firm, secure, strong","Only used to make Chinese word
巩固 consolidate, strengthen

这同时也会巩固我们在西半球的地位。
But it also will strengthen our standing in the hemisphere.

巩 secure, bind
固 solid 

工 work
凡 cross section of a joint crossing with another joint
= bind

"
"恐怖","きょうふ, くふ","fear, dread, dismay, terror, horror, scare, panic","The feeling of being in a bind"
